debate_id,start,end,text,label,gender
1,3724,3906,نحن نتحدث عن فكرة أنك أنت حتى تنجح هذه الأشياء يجب أن يكون لديك أشخاص يفهمون هذه الأشياء و يعرفون أن يبنوها و أن لا تستلي عليهم و أيضا أن يكون هناك أشخاص يريدون أن يشتروا هذه الأشياء,RATIONAL BACKING,F
1,3910,4027,إذا أنت قمت بالتقدم الفظيع لن تستطيع أن تسيطر و لن تستطيع أن تفهم حتى الأشخاص الذين سوف يشتروا هذه الأشياء أن يشتروها,CLAIM,F
1,4028,4178,لأنهم لا يعرفوا ما هي هذه الأشياء المتقدمة بطريقة فظيعة و نحن نريد أن نفهم هذه الأنظمة و لكن يجب أن نبطئ التقدم قليلا حتى نستطيع أن نفهمهم هذه الأشياء,RATIONAL BACKING,F
1,4182,4295,نحن نريد أن نحافظ على الاقتصاد و أن لا ندمره و أن لا ندع التكنولوجيا تتقدم سريعا حتى تذهب من أصابعنا و تقضي علينا,SELF-REPETITION,F
1,4296,4302,و شكرا,PATHOS,F
1,4340,4362,بسم الله الرحمن الرحيم,ETHOS,F
1,4364,4410,سيدي رئيس المجلس زملائي من الموالاة و المعارضة,PATHOS,F
1,4411,4524,جئنا اليوم معارضين لمقولة هذا المجلس أنه سيعطي الأولوية على زيادة معدلات التوظيف على حساب إبطاء التقدم التكنولوجي,POSITION,F
1,4526,4607,و وضحت المتحدثة الأولى من فريق الموالاة ما هي الأمثلة على إبطاء التقدم التكنولوجي,RECITATION,F
1,4611,4675,جئنا نحن اليوم معارضين بهدف عدم القضاء على عجلة التطور في العالم,SUPER CLAIM,F
1,4677,4689,سادتي الكرام,PATHOS,F
1,4690,4908,أريد في البداية أن أنوه وضع فريق الموالاة أرضية لهذه المقولة مكونة من شقين الشق الأول أن الدول المتقدمة تكنولوجيا هي المشمولة في هذه المناظرة و أن الدول المتأخرة تكنولوجيا أو أن الدول النامية بشكل عام خارج هذه المناظرة,RECITATION,F
1,4911,4993,و سأوضح لكم كيف أن كل الدول كل دول العالم هي داخل هذه المناظرة هذا ما سآتي به الآن,REBUTTAL,F
1,4995,5086,الشيء الآخر وضحت أن التقدم التكنولوجي هو فقط الواقع المدمج و الذكاء الصناعي و كل هذه الأمور,RECITATION,F
1,5087,5175,و لكن الآن سأوضح كذلك أنها لم تلتزم بمقولة المجلس و ضيقت أرضية المعركة أو أرضية المناظرة,REBUTTAL,F
1,5179,5193,سيداتي و سادتي,PATHOS,F
1,5194,5291,تتحدث المقولة سيعطي هذا المجلس الأولوية على زيادة معدلات التوظيف على حساب إبطاء التقدم التكنولوجي,RECITATION,F
1,5293,5322,زيادة معدلات التوظيف بشكل عام,RECITATION,F
1,5323,5553,أي أننا نتحدث على مستوى مثلا ال self cashier نتحدث على هذا المستوى سادتي على الكرام يوالون إبطاء مثلا أو وضع أو تقليل مثلا عدد هذه self cashier مثلا في المحلات التجارية التي هي موجودة في الدول النامية و الدول المتقدمة و في كل مكان,RATIONAL BACKING,F
1,5555,5567,سادتي الكرام,PATHOS,F
1,5568,5765,"و التقدم التكنولوجي يا سادة أي شيء من أشكال التقدم التكنولوجي إذن عندما أدخل على محل تبضع و أرى self cashier إذن هذا تقدم تكنولوجي لم تشترط المقولة أن يكون
 التقدم التكنولوجي ذكاء صناعي و واقع مدمج",SELF-REPETITION,F
1,5588,5595,يا سادة,PATHOS,F
1,5767,5905,سادتي الكرام دعونا نتخيل ما يريده فريق الموالاة لهذا اليوم، لاحقا دعونا نرى واقعنا لهذا اليوم و دعونا نذهب قليلا إلى أرضيتهم التي افترضوها,PATHOS,F
1,5906,5981,لنتحدث مثلا عن السيارات ذات القيادة الذاتية هي ذكاء اصطناعي بشكل من الأشكال,GROUND,F
1,5982,6027,و هذه جزء من الأرضية التي وضعها فريق الموالاة,ETHOS,F
1,6031,6092,يريد فريق الموالاة اليوم إبطاء التقدم التكنولوجي بهذه الطريقة,RECITATION,F
1,6093,6220,ما يعني أنني مثلا سأذهب إلى شركة تسلا و أقول لهم أنني سأخفف بيعكم مثلا لهذه السيارات و بالتالي سأخفف تصنيعكم مثلا لهذه السيارات,RATIONAL BACKING,F
1,6222,6491,بالتالي ستتأثر شركة تسلا طبعا اقتصاديا لأن الموضوع لن يصبح مجديا اقتصاديا بالطريقة السابقة، فبالتالي سأقوم بوضع العامل الذي كان يعمل على هذا الشيء في شركة تسلا، وضع الباحث الذي كان يبحث عن هذا الشيء في شركة تسلا و أستبدله و أضعه في مكان آخر لم يطرحه فريق الموالاة علينا,REBUTTAL,F
1,6493,6508,يا سادتي الكرام,PATHOS,F
1,6509,6839,"و لكن فريق الموالاة اليوم لقد وضح أن لديه مشكلة في الاستبدال بحد ذاته ما هي مشكلته وضح أن كان لدينا وضعا طبيعيا في السابق الإنسان يعمل على المنتجات ثم جاءت الثورة الصناعية ثم جاءت الثورة التكنولوجية،
 
مشكلتهم مع الثورة التكنولوجية أنها سريعة و أنها فيها اكتفاء ذاتي و أنها فيها قوة في التكنولوجيا و تقوم بتبديل ألف شخص بآلة واحدة",RECITATION,F
1,6841,6871,ما هي مشكلتكم يا فريق المعارضة,PATHOS,F
1,6875,7169,هل مشكلتكم مع التبديل بحد ذاته لأن بتطبيق حل مقولة المجلس أو بتطبيق مقولة المجلس سنقوم بذات التبديل؟ سنقوم بتبديل العامل في شركة تسلا و الباحث في شركة تسلا مثلا حتى إنهاء وظيفته و وضعه لكي يصبح بدل self cashier الذي تريدون إلغائه أو إيقافه أو تقليل وجوده يا سادة الكرام أو وضع الضرائب على وجوده,REBUTTAL,F
1,7130,7144,يا سادة الكرام,PATHOS,F
1,7173,7356,بالإضافة إلى ذلك تحدثت المتحدثة الأولى قائلة أنه يجب أن يكون هناك أشخاص يعلمون كيفية التعامل مع هذه الأشياء و يعلمون كيفية استخدامها  و قالت أن هذا الشيء يجب تطبيقه في المرحلة الحالية,RECITATION,F
1,7358,7638,لدي سؤالان على هذه النقطة هل هذا الشيء مرحلي؟ أي هل أنكم توالون مقولة المجلس بطريقة مرحلية للوصول إلى حالة مثلا في عالم مستقبلي قريب نقوم فيه مثلا عندما يمتلك الأشخاص الوعي الكافي الذي ترونه أنتم كافيا في موالاة أو معارضة مقولة المجلس كلنا مع بعضنا في هذه المناظرة هذا سؤالي الأول,REBUTTAL,F
1,7642,7817,و السؤال الثاني هل لو قلنا لكم أن مثلا البشر يمتلكون بشكل عام وعيا طبيعيا تجاه الموضوع و يستطيعون بشكل عام أن يتعاملوا مع الموضوع بشكل سليم هل ستبقى لديكم مشكلة في هذا الموضوع,REBUTTAL,F
1,7821,7865,هل مشكلتكم في وعي البشر في استخدام هذا الشيء,SELF-REPETITION,F
1,7866,8039,و أريد التنويه على نقطة يا سادتي الكرام أن البشر يتعلمون بشكل عام أي البشر في البداية يستخدمون الأشياء بشكل عام قد يستخدموها بشكل خاطئ و لكن مع الزمن يتعلمون كيفية استخدامها,GROUND,F
1,7890,7905,يا سادتي الكرام,PATHOS,F
1,8043,8349,إذن إذا أوقفنا أو أبطأنا هذا التقدم التكنولوجي لن يتعلم البشر كيفية استخدام هذه الأمور، إذن أنت تفعل فعليا شيئا أنك تنهي التقدم تكنولوجي و بالمقابل أو تقضي عليه بشكل من الأشكال تبطئه بشكل حاد جدا و لا تعلم البشر أي شيء بل تجعلهم يذهبون لكي يكونوا مثلا بدل الجرافة و بدل هذه الأشياء بشكل أعمى و ليس بشكل ذكي,REBUTTAL,F
1,8352,8431,جئنا نحن كفريق للمعارضة بهدف كما ذكرت و هو عدم القضاء على عجلة التطور في العالم,SELF-REPETITION,F
1,8432,8498,و نريد يا سادتي الكرام أن نوضح لكم أو نسأل فريق الموالاة سؤالا أنه,ETHOS,F
1,8439,8454,يا سادتي الكرام,PATHOS,F
1,8499,8916,بأي حق يأتي فريق الموالاة يفرض على الشركات بشكل عام شركة مثل كارفور تستخدم  self cashier شركة مثل مثلا تسلا تصنع البطاريات أو تصنع السيارات ذات القيادة الذاتية، بأي حق يأتي فريق الموالاة يفرض الضرائب على هذه الشركات يجبرها على توظيف موظفين آخرين بدل الآلات بشكل عام أو يجبرها على تقليل التصنيع بشكل مباشر أو غير مباشر دون توفير أي بديل و بالقضاء على صناعتها التي قد تكون تعتمد بشكل تام و كامل على هذا الذكاء الاصطناعي,REBUTTAL,F
1,8918,9131,في الأرضية التي جاء بها فريق الموالاة التي هي أرضية منتقصة يا سادتي الكرام لا تلتزم بنص مقولة المجلس، أريد أن أوضح حجة سريعة في هذا الموضوع و الحجة تتكون من شقان و هي تتكلم عن فكرة قيمة العمل و قيمة البشر في العمل,ETHOS,F
1,8977,8992,يا سادتي الكرام,PATHOS,F
1,9135,9189,سادتي الكرام دعونا نرى لماذا اخترع الإنسان العمل أساسا,PATHOS,F
1,9190,9305,اخترع الإنسان العمل بشكل عام لكي يقدم للبشرية شيئا و يأخذ من البشرية شيئا لكي لا يكون إنسانا فعليا عالة على البشرية,CLAIM,F
1,9307,9448,يقدم البشرية خدمة و يأخذ منها خدمة، إذن العمل جاء لهذا الموضوع عندما أقوم أنا باستبدال الأشخاص بوظائف هي أصلا مغطاة من آلات و مغطاة من تقنيات,RATIONAL BACKING,F
1,9450,9636,هل يقدم الإنسان فعليا قيمة حقيقية للسوق، قيمة حقيقية للبشر، قيمة حقيقية للعمل و يأخذ بالمقابل رواتب قد تكون قليلة و قد تكون عالية، هل هذا فعليا ما يطمح إليه العمل؟ هل هذه فكرة العمل؟ كلا,RATIONAL BACKING,F
1,9637,9652,يا سادتي الكرام,PATHOS,F
1,9653,9693,هذه في النقطة الأولى و في النقطة الثانية,ETHOS,F
1,9694,9729,أن البشر فعليا هذا هو مكانه الحقيقي,CLAIM,F
1,9730,9827,البشر يتطورون و يتأقلمون مع الحياة بشكل صحيح بالتالي أنت تنزعهم من المكان الذي يحتاجهم بشكل حقيقي,RATIONAL BACKING,F
1,9831,9900,جئنا نحن فريق المعارضة بهدف و هو عدم القضاء على عجلة التطور في العالم,SELF-REPETITION,F
1,9901,9907,و شكرا,PATHOS,F
1,9944,10003,# لجنة التحكيم الموقرة زملائي من كلا الفريقين الحضور الكريم,PATHOS,M
1,10005,10038,السلام عليكم و رحمة الله و بركاته,ETHOS,M
1,10040,10111,دعوني أقول لكم ما هي العقلية التي جاء بها فريق المعارضة في هذه المناظرة,ETHOS,M
1,10114,10233,فريق المعارضة جاء إلى المناظرة متخيلا أننا سنذهب في تلك المناظرة نتحدث فقط عن حقوق العمال حقوق العمال و نتخلى عن التقدم,PATHOS,M
1,10233,10274,، و لذلك موقفهم كله مبني على سندمر التقدم,RECITATION,M
1,10275,10843,"و لكن أنا أقول لها أن هدفها الذي هو الحفاظ على التقدم هو هدفنا نحن نريد الحفاظ على التقدم و لكن التقدم السريع يقتل التقدم، التقدم السريع يرجعنا خمسون سنة للوراء يرجعنا إلى مئة سنة للوراء، التقدم السريع يعني يؤدي إلى تشريد الناس و عدم وجود أموال و وقوع الاقتصاد بشكل كامل، فنحن لا نريد أن نتقدم نحن نريد تقدما و لكن تقدم المجتمع لا نريد التقدم التكنولوجي يكون ضمن تقدم المجتمع ليس أن تقدم المجتمع يكون ضمن التقدم التكنولوجي إذا ما سيطر التقدم التكنولوجي على تقدم المجتمع و أصبح تقدما سريعا جدا بحيث لا يتم السيطرة عليه،
 المجتمع سيسقط لأن المجتمع لا يستطيع أن يواكب ذلك",REBUTTAL,M
1,10844,10941,فبالتالي نحن نتحدث عن مجتمع يسيطر على الآلة و يسيطر على الأدوات التي يستخدمها و هنا المناظرة تحدث,SELF-REPETITION,M
1,10943,11146,"المناظرة هي هنا،
 المناظرة ليست حقوق عمال أو تطور المناظرة هنا كيف نسيطر على التطور كيف نضمن التطور بما لا يدمر و يكون له آثار سلبية على الاقتصاد و على الشعب و على التكنولوجيا في حد ذاتها هذه هي المناظرة",SELF-REPETITION,M
1,11147,11258,بشكل بسيط فريق المعارضة دخل بعقلية خاطئة متخيلا أننا سنأخذ موقفا معينا و لكنه كان خاطئا لأننا لسنا بهذه السذاجة,ETHOS,M
1,11260,11270,سيدي الحكم,PATHOS,M
1,11271,11315,أريد أولا أن أفند بعض النقط التي جاءوا عليها,ETHOS,M
1,11316,11320,أولا,ETHOS,M
1,11321,11356,اعترضوا على استبعادنا للدول النامية,RECITATION,M
1,11357,11690,و لكن استبعادنا لها لم يكن لأننا لا نريد و لكن الفكرة هي الدول النامية ليست لديها أصلا تلك المشكلة في الأساس حتى نتناظر عنها، ليست لديها تكنولوجيا تستبدل الناس فحتى إذا نعم ضموها للتعريف و لكن ليست لديها المشكلة فلماذا نتناظر و لماذا نريد أن نحلها فهذا أمر يعني جانبي لا يجب أن نذكره أصلا و يجب أن نتناظر عنه لأنه لا يوجد مشكلة عندهم,REBUTTAL,M
1,11694,11738,النقطة الثانية هي ما هو تعريف الذكاء الصناعي,ETHOS,M
1,11740,11819,قالوا أن ال self cashier هو ليس من الذكاء الصناعي و أنه أمر لم ندرجه في تعريفنا,RECITATION,M
1,11820,12149,و لكن كما يعرف Alan Turing الأب الروحي و مخترع مجال الكمبيوتر ساينس أي الذكاء الصناعي هو أي آلة تقوم بالعمل بمفردها بدون تدخل بشري فبالتالي self cashier هو ذكاء صناعي ليس الذكاء صناعي متقدم و لكنه ذكاء صناعي و الذكاء الصناعي يوجد لديه الكثير من الأشياء و هذا ما نتحدث عنه، فال self cashier أيضا موجود أنا لا أعلم لماذا لا تعترضون,REBUTTAL,M
1,12151,12165,النقطة الثانية,ETHOS,M
1,12166,12350,هي قالوا أننا بهذا سندمر الصناعة هناك شركات مثلا تقوم صناعتها على الذكاء الاصطناعي مثل شركات تسلا مثل ذلك و تلك الشركات نحن سندمر صناعتها و هذا يعني مشكلة كبيرة جدا و بهذا سندمر التقدم,RECITATION,M
1,12351,12787,"و لكن كما قالت المتحدثة الأولى انظر ماذا حدث في أواخر التسعينات و أوائل الألفينات.
 
الدوت كوم بوم إذا لم تحدث الدوت كوم بوم كنا يعني كان العالم أصلا كنا نتخيل أننا في هذه الفترة سنكون already عايشين في يعني عالم تطير فيه الطيارات و الذكاء الاصطناعي موجود في كل حتة و لكن عندما حدثت الدوت كوم بوم عندما تقدمنا بشكل سريع جدا بحيث أن الاقتصاد تدمر و أن الناس أصبحت واعية عندما تعطي هذا الاستثمار توقفت عجلة التقدم صرنا نتقدم بشكل بطيء جدا",REBUTTAL,M
1,12787,13000,"، أنظر إلى التكنولوجيا الحقيقية فعلا التي غيرت العالم كانت قبل الدوت كوم بوم و لكن عندما حدث الدوت كوم بوم و نظرنا إلى الفقاعة توقف هذا بعد ألفان و  ثمانية ما هي الأشياء التي حدثت؟
 
ما هو التقدم الحقيقي الذي حصل؟",REBUTTAL,M
1,13001,13041,الجوالات اخترعت قبل ذلك الذكاء الاصطناعي,GROUND,M
1,13042,13577,"يعني كل تلك الأشياء اخترع قبل ذلك حدث ألفان و ثمانية و حدث دوت كوم بوم لا يوجد يعني اختراع حقيقي فعلا نقول هذا الاختراع غير العصر،
 
هذا الاختراع هو ما نقول له لماذا؟ لأن عجلة التطور تبطأت جدا جدا جدا بسبب الفقاعة أنتم هذا التقدم السريع هو يؤدي إلى تدمر سريع و هذا ما لا نريده إذن نحن نتحدث هنا عن تدمير الصناعة من خلال عدم التحكم فيها، شركات دوت كوم بوم و الشركات التي كانت تتحدث في هذا ال investment و الاستثمارات كانت كبيرة جدا، الشركات لم تكن تقدر أن تلبي حاجة هذا الأمر، الشركات لم تكن تقدر أن تلبي هذا الأمر و لهذا نحن لا نريدها.",RATIONAL BACKING,M
1,13580,13660,إذن دعونا ننظر إلى أثر هذا الأمر هذا هو الترتيب هناك أثر يعني الأرضية الآن واضحة,ETHOS,M
1,13661,13766,التقدم التكنولوجي لأنه سريع جدا و أنه ليس كالتقدم الصناعي و لكنه يحدث بشكل كبير جدا فيدمر وظائف كثيرة جدا,CLAIM,M
1,13768,13930,آلة واحدة أو برنامج واحد يصنعه شخص و يعمل له صيانة شخص كل شهرين ثلاثة أشهر يستبدل مثلا و أقسام كاملة و صناعات كاملة بآلة واحدة و برنامج واحد، ما هي المشكلة في ذلك,RATIONAL BACKING,M
1,13934,14134,المشكلة في ذلك أنه هناك نعم أشخاص كثيرين جدا يفتقدون هذا المنتج. قلتم أن التقدم سيزيد و هؤلاء الأشخاص سننقلهم إلى departments أخرى و تناسيتم أنه هذه الأشخاص لم يعرفون هذا الأمر فبالتالي لن يجدوا وظيفة,RATIONAL BACKING,M
1,14136,14249,ما معنى أن لا يجدوا وظيفة؟ هناك درس في الاقتصاد يجب أن تتعلموه هنا و هو الأثر الأول الأثر الاقتصادي لا يوجد وظائف,RATIONAL BACKING,M
1,14251,14335,التكنولوجيا تفقد عددا كبيرا جدا من الوظائف ليس كالثروة الصناعية بل أكثر بمئات المرات,RATIONAL BACKING,M
1,14336,14719,لا يوجد وظائف أن كل هؤلاء الناس لا يوجد لديهم دخل لا يوجد لديهم قوة شرائية حقيقية يشترون بها المنتج فماذا يحدث؟ لا يوجد قوة شرائية فالمنتج التي الشركة أصلا استبدلت الموظفين حتى تنتجه لا يوجد شخص يشتريه لأن الشخص لا يفهمه و أنه لا يوجد لديه قوة شرائية لأنه ليس لديه العمل فبالتالي الشركة لا يوجد لديها من يشتري المنتج لأن المنتج سريع جدا و لا تفهمه و لأنه هذا الشخص لا يوجد لديه وظيفة,RATIONAL BACKING,M
1,14720,14839,"فبالتالي الشركة كاقتصاد و كدخل تدمر بشكل كامل و بالتالي هنا نحن نتحدث عن ماذا؟
 
نتحدث عن مشكلة وقوع الاقتصاد بشكل كامل",RATIONAL BACKING,M
1,14840,14996,لا يوجد قوة شرائية، الشركات لا تستطيع أن تبيع المنتجات لأنها معقدة و لأنه لا يوجد شخص يشتريها فبالتالي الصناعة التكنولوجية و التقدم التكنولوجي توقف لم يتقدم,SELF-REPETITION,M
1,14997,15028,سيدي رئيس الجلسة اللجنة الموقرة,PATHOS,M
1,15029,15172,نحن هنا نتحدث عن مستقبل بشرية لا يجب أن ننجر تحت شعارات التقدم حتى نعيد أخطاء الماضي، هم يريدون أن يعيدون أخطاء الماضي يريدون أن نستثمر بكل شيء,ETHOS,M
1,15174,15188,يقولون عن تسلا,RECITATION,M
1,15189,15451,"مثلا تسلا إلى الآن السيارات ذاتية القيادة يوجد بها مشكلة كبيرة جدا هي ليست مسموح بها في معظم دول العالم يوجد فيها مشاكل كبيرة جدا لماذا؟
 
لأن التطور كبير حتى المهندسين و ما إلى ذلك ما زالوا في سرعة كبيرة جدا لا يوجد تحكم نحن نسير إلى نهايتنا بأرجلنا لا نريد ذلك",REBUTTAL,M
1,15453,15684,نريد تقدما مدروسا متحكما به يصل بنا إلى بر النجاة لا أن يدمر الاقتصاد لا أن يدمر الوظائف و يدمر المجتمعات فلا نستطيع أن نصل إلى بر الأمان كما حدث في أوائل الألفينات و أواخر التسعينات و كما سيحدث إذا ما استمرينا في هذا التقدم السريع,SELF-REPETITION,M
1,15685,15695,و شكرا لكم,PATHOS,M
1,15733,15755,بسم الله الرحمن الرحيم,ETHOS,F
1,15757,15834,سيدتي رئيس الجلسة الحكام الكرام الجمهور و زملائي من فريقي الموالاة و المعارضة,PATHOS,F
1,15835,15868,السلام عليكم و رحمة الله و بركاته,ETHOS,F
1,15870,15994,جئنا اليوم نحن فريق المعارضة معارضين لمقولة سيعطي هذا المجلس الأولوية لزيادة معدلات التوظيف على حساب إبطاء التقدم التكنولوجي,TEAM REPETITION,F
1,15998,16070,جاءنا اليوم فريق الموالاة يريد إبطاء التقدم التكنولوجي الذي اعتبره سريعا,RECITATION,F
1,16071,16281,لا نعرف كيف اعتبر التقدم التكنولوجي سريعا و أصلا على أي أساس و من الذي يحدد أن هذا التقدم سريع و لا يمكن السيطرة عليه أو التحكم فيه، لم يوضحوا لنا من المسؤول عن اعتبار هذا التقدم تقدما سريعا و لماذا هذه المشكلة,REBUTTAL,F
1,16285,16332,و الجانب الآخر الذي لم يوضحه فريق الموالاة أبدا,ETHOS,F
1,16333,16386,أن فريق الموالاة جاء و قال أننا نريد إبطاء هذا التقدم,RECITATION,F
1,16387,16562,و لكن لم يوضحوا لنا بتاتا بأي حجة من الحجج التي قالوها و لا بأي شكل من الأشكال كيف أن هذا سيعطي الأولوية لزيادة معدلات التوظيف و أن كيف أصلا هذا سيؤدي إلى زيادة معدلات التوظيف,REBUTTAL,F
1,16564,16654,ففريق الموالاة فعليا ركز على أن الجانب التكنولوجي أو التقدم التكنولوجي هو سيء و ما إلى ذلك,RECITATION,F
1,16654,16776,، و أصلا هذا الجانب خاطئ و لم يوضحوا لنا أي علاقة له في معدلات التوظيف و هو الشيء فعليا الذي تتحدث عنه المقولة و تركز عليه,REBUTTAL,F
1,16778,16856,ففريق الموالاة لم يأت لنا أصلا في أي موقف يثبت مقولة المجلس و هذا الجانب الأول,ETHOS,F
1,16858,17019,"هذه المقولة تطرح سؤالا و هو أن هل إعطاء الأولوية لزيادة معدلات التوظيف على إبطاء التقدم التكنولوجي،
 هل هذا شيء إيجابي أم سلبي؟ هل له آثار إيجابية أم آثار سلبية؟",PATHOS,F
1,17022,17153,نحن في فريق المعارضة نريد أن نوضح أن فعليا إعطاء هذه الأولوية هو شيء سلبي على جميع الأطراف، شيء سلبي على تطور عجلة التطور في العالم,TEAM REPETITION,F
1,17154,17227,و هو ما لم يوضح لنا فريق المولاة بأي شكل من الأشكال كيف أن هذا شيء إيجابي,REBUTTAL,F
1,17228,17255,و جاءوا في مثال دوت كوم بوم,RECITATION,F
1,17257,17466,مثال دوت كوم بوم هو مثال فعليا خارج نطاق هذه المناظرة لأنه مثال دوت كوم بوم يتحدث عن التطور التكنولوجي و لكن لا يوجد أي شيء. هذا المثال لا يستبدل فعليا البشر الذين تريدون زيادة معدلات توظيفهم لا يستبدل أي جانب,REBUTTAL,F
1,17468,17576,فبالتالي هذا مثال أصلا خارج نطاق المناظرة و أنتم بنيتم كثير من الأشياء عليه و هو لا يمت لأصل المقولة بأي صلة,SELF-REPETITION,F
1,17578,17708,و قالوا في حجتهم أن أثبتوا بشكل طفيف جدا أن هذا التقدم التكنولوجي سيستبدل أشخاصا كثيرين قالوا أن الأشخاص لن يفهموا الوظائف الجديدة,RECITATION,F
